"class"
"http://id.nlm.nih.gov/mesh/vocab#AllowedDescriptorQualifierPair"
"http://id.nlm.nih.gov/mesh/vocab#CheckTag"
"http://id.nlm.nih.gov/mesh/vocab#Concept"
"http://id.nlm.nih.gov/mesh/vocab#DisallowedDescriptorQualifierPair"
"http://id.nlm.nih.gov/mesh/vocab#GeographicalDescriptor"
"http://id.nlm.nih.gov/mesh/vocab#PublicationType"
"http://id.nlm.nih.gov/mesh/vocab#Qualifier"
"http://id.nlm.nih.gov/mesh/vocab#SCR_Chemical"
"http://id.nlm.nih.gov/mesh/vocab#SCR_Disease"
"http://id.nlm.nih.gov/mesh/vocab#SCR_Organism"
"http://id.nlm.nih.gov/mesh/vocab#SCR_Protocol"
"http://id.nlm.nih.gov/mesh/vocab#Term"
"http://id.nlm.nih.gov/mesh/vocab#TopicalDescriptor"
"http://id.nlm.nih.gov/mesh/vocab#TreeNumber"
