"school","schoolLabel","coffeeShop","coffeeShopLabel"
"http://linkedgeodata.org/triplify/way55275582","Lindenparkschule","http://linkedgeodata.org/triplify/node441246323","Kaffeehaus Hagen"
"http://linkedgeodata.org/triplify/node394840169","Städtische Musikschule","http://linkedgeodata.org/triplify/node441246323","Kaffeehaus Hagen"
"http://linkedgeodata.org/triplify/way88542288","Gewerbliche Schulen Heilbronn Gebäudeteil P","http://linkedgeodata.org/triplify/node441246323","Kaffeehaus Hagen"
"http://linkedgeodata.org/triplify/way55275581","Wartbergschule","http://linkedgeodata.org/triplify/node441246323","Kaffeehaus Hagen"
"http://linkedgeodata.org/triplify/node3128886920","De Theaterschool","http://linkedgeodata.org/triplify/node442122358","Coffeeshop Basjoe"
"http://linkedgeodata.org/triplify/node3128886920","De Theaterschool","http://linkedgeodata.org/triplify/node442122359","Goa"
"http://linkedgeodata.org/triplify/way32061828","Staatliche Handelsschule Holzdamm H11","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way23781998","Heinrich-Wolgast-Schule","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way41677952","Handelsschule und höhere Handelsschule Brecht","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way32089310","Domschule (Stadtteilschule)","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way58507920","Rackow Schule gGmbH","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way27327918","Lohmühlen Gymnasium","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way31568520","Brecht-Schule","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/node1562491066","Instituto Cervantes","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/node355862819","Hamburger Nachmittagsschule","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/node2107107079","Domschule (Nebengebäude Grundschule)","http://linkedgeodata.org/triplify/node541393171","Tchibo"
"http://linkedgeodata.org/triplify/way23164837","Hochtaunusschule","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way96257477","Erich-Kästner-Schule","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way23999079","Grundschule Mitte","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way100616543","Volkshochschule Oberursel","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way24050445","Feldbergschule","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way44333359","Helen-Keller-Schule","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way44333363","Grundschule am Urselbach","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way23228262","Gymnasium Oberursel","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way44333360","Hans-Thoma-Schule","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/node544264168","Musikschule Oberursel","http://linkedgeodata.org/triplify/node547070718","Tchibo"
"http://linkedgeodata.org/triplify/way137092828","European School","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/way308359795","Lucas van Leijden","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/way183991703","SBO de Vlieger","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/node298605074","OBS De Brug","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/node3416643966","Volksschule Dreiheiligen","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node834781084","Neue Mittelschule Pembaurstraße","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node3417937019","Volksschule Pradl-Leitgeb II","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node440663183","MCI Innsbruck","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node3417937017","Volksschule Leitgeb 1","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node3417991992","Daniel-Sailer-Schule","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node834781138","Neue Mittelschule Gabelsbergerstraße","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node34076134","Basisschool ""De Singel""","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/node82501064","Basisschool ""De Dolfijn""","http://linkedgeodata.org/triplify/node582783154","Coffeeshop Relaxed"
"http://linkedgeodata.org/triplify/node3417992293","Polytechnische Schule Innsbruck","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node3417992295","Volksschule Pradl-Ost","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/way70592664","Volksschule Reichenau","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/way24961525","BG/BRG/SRG Reithmanngymnasium","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/way56150054","Landeskonservatorium","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/way64576210","Höhere Bundeslehranstalt für wirtschaftliche Berufe","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/way55219139","BG/BRG Sillgasse","http://linkedgeodata.org/triplify/node593725286","Hornig Kaffee"
"http://linkedgeodata.org/triplify/node722215616","Neue Mittelschule Dr. Fritz Prior","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416270487","Heilstättenschule am LKH. Ibk./Kinderklinik","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node2465489089","Bildungszentrum Theresium","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3417937015","Neue Mittelschule Müllerstraße","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node440663183","MCI Innsbruck","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416643966","Volksschule Dreiheiligen","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3417992296","Volksschule Siebererstraße","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3415434246","Volksschule Altwilten","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416383802","Neue Mittelschule Hötting","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node527989124","BRG APP","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node2276804289","Räume - VHS am Inn","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node527992475","Priesterseminar Innsbruck","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416643967","Volksschule St. Nikolaus","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node1652747995","Volkshochschule Innsbruck","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3417937016","Volksschule Hötting","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416371264","Volksschule Mariahilf","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node527989124","Bundesrealgymnasium Innsbruck","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node3416643965","Schule am Inn - Sonderschule","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way55219139","BG/BRG Sillgasse","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way56150054","Landeskonservatorium","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way55653002","Volksschule Franz-Fischer-Straße","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way55115159","BORG Innsbruck","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way30889064","Volksschule Saggen","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way97557891","Fachberufsschule St. Nikolaus","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way64576210","Höhere Bundeslehranstalt für wirtschaftliche Berufe","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way55654642","Bundesbildungsanstalt für Kindergartenpädagogik","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way53435174","HTBLVA Anichstraße","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way30889064","Innsbruck Elementary School","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way48364649","Volksschule Innere Stadt","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way30889064","Volksschule Saggen","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/way55219138","Akademisches Gymnasium","http://linkedgeodata.org/triplify/node593725376","Eduscho"
"http://linkedgeodata.org/triplify/node1432277900","De Roos","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/way194261933","ROC Op Maat West","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node1343137837","As-Siddieq","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/way45074870","Basisschool Augustinus","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node679091202","Winterkoninkje","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node1343137835","Rosa Boekdrukker","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node31240605","De Visserschool","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node428470302","Vlinderboom","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/way168208939","Basisschool Corantijn","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node679091166","Winterkoninkje","http://linkedgeodata.org/triplify/node595259170","Coffeeshop 158"
"http://linkedgeodata.org/triplify/node679091166","Winterkoninkje","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/way168208939","Basisschool Corantijn","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/node1343137837","As-Siddieq","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/way57856046","Japanese School Amsterdam","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/node1343137835","Rosa Boekdrukker","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/way194261933","ROC Op Maat West","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/node1432277900","De Roos","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/way45074870","Basisschool Augustinus","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/node31240605","De Visserschool","http://linkedgeodata.org/triplify/node595264886","Happiness"
"http://linkedgeodata.org/triplify/node614844518","Schule Wankdorf","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/node429232021","denk:mal","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/node3042451128","Berufsfachschule Detailhandel","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way306874849","Schule Breitenrain","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way295481961","Schulstandort Spitalacker","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way46714957","Schulhaus Spitalacker","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way246273659","Schule für Gestaltung Bern und Biel","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way48407941","Schulanlage Wankdorf","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way40607192","Gewerbeschule","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way45836825","gibb - Gebäude Viktoria","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way251670465","Lehrhalle","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way40607194","Technische Fachschule Bern","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way48965755","Schulhaus Wylergut","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way260624517","Schule Markus","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way281189811","gibb - Campus BMS","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way40548956","GIBB Campus IE","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way48238363","Schule Breitfeld","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way40607193","Technische Fachschule Bern Shedhalle","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way48866193","Volksschule Lorraine","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way219503536","Schule Laubeggstrasse 23","http://linkedgeodata.org/triplify/node602498893","Moss"
"http://linkedgeodata.org/triplify/way234923378","Marie-Curie Gymnasium","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way66318777","Campus Vest","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way82309551","Fährmanschule","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way234934328","Raphaelschule","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way249342286","Dietrich-Bonhoeffer-Realschule","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way112715911","Grundschule an der Hohenzollernstraße","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way249342287","Friederich-Ludwig-Jahn-Schule","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way248560938","Berufskolleg Kuniberg","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way234934310","Grundschule Im Romberg","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way34747746","Gymnasium Petrinum","http://linkedgeodata.org/triplify/node805679929","Tchibo"
"http://linkedgeodata.org/triplify/way229956662","okul","http://linkedgeodata.org/triplify/node1885202326","Kara İnci"
"http://linkedgeodata.org/triplify/way229562968","Sinop Ticaret Meslek Lisesi","http://linkedgeodata.org/triplify/node1885202326","Kara İnci"
"http://linkedgeodata.org/triplify/node158700391","Theo Thijssen","http://linkedgeodata.org/triplify/node254039746","Grasshopper"
"http://linkedgeodata.org/triplify/node158700775","Theo Thijssen","http://linkedgeodata.org/triplify/node254039746","Grasshopper"
"http://linkedgeodata.org/triplify/node3128886920","De Theaterschool","http://linkedgeodata.org/triplify/node254039746","Grasshopper"
"http://linkedgeodata.org/triplify/node900624885","Moravská vysoká škola","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/node1561061252","UPOL - fakulta přírodovědecká","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way53227219","Základní umělecká škola Žerotín","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way53236928","ZŠ Hálkova","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way53034253","Slovanské gymnázium - francouzská sekce","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way305240693","ZŠ Zeyerova","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way53034061","Střední škola zemědělská - učební obory","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way58442482","ZŠ","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way180597623","ZŠ prof. Z. Matějčka","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/way53236922","SPŠE","http://linkedgeodata.org/triplify/node2392423561","Cafe Delux"
"http://linkedgeodata.org/triplify/node357278685","Centennial Elementary School","http://linkedgeodata.org/triplify/node2402986088","Cool Beanz Coffee"
"http://linkedgeodata.org/triplify/way166155976","Western Oregon University","http://linkedgeodata.org/triplify/node2402986088","Cool Beanz Coffee"
"http://linkedgeodata.org/triplify/node357278685","Centennial Elementary School","http://linkedgeodata.org/triplify/node2402986233","Fire House Coffee"
"http://linkedgeodata.org/triplify/way166155976","Western Oregon University","http://linkedgeodata.org/triplify/node2402986233","Fire House Coffee"
"http://linkedgeodata.org/triplify/way326940839","Lindenschule Nußloch","http://linkedgeodata.org/triplify/node2506184710","Kaffee Nussecke"
"http://linkedgeodata.org/triplify/node1147400358","Schillerschule","http://linkedgeodata.org/triplify/node2506184710","Kaffee Nussecke"
"http://linkedgeodata.org/triplify/way282760773","Musikschule","http://linkedgeodata.org/triplify/node2506184710","Kaffee Nussecke"
"http://linkedgeodata.org/triplify/way165775332","VS Brahmsschule","http://linkedgeodata.org/triplify/node2517405083","Tchibo Eduscho"
"http://linkedgeodata.org/triplify/way166275329","Nikolaus Lenau-Schule","http://linkedgeodata.org/triplify/node2517405083","Tchibo Eduscho"
"http://linkedgeodata.org/triplify/way166275394","Polytechnische Schule Gmunden","http://linkedgeodata.org/triplify/node2517405083","Tchibo Eduscho"
"http://linkedgeodata.org/triplify/node892826804","Didac","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/node429232021","denk:mal","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/node3042451128","Berufsfachschule Detailhandel","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/node1059571394","Musikschule Konservatorium","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/node3054825240","Berlitz","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way41808331","NMS Bern Hauptgebäude","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way41808331","NMS Bern Mainbuilding","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way295481961","Schulstandort Spitalacker","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way306874849","Schule Breitenrain","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way39374390","Volkshochschule Bern","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way48866193","Volksschule Lorraine","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way40607194","Technische Fachschule Bern","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way37778842","BFF Fachschule","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way40607192","Gewerbeschule","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way246273659","Schule für Gestaltung Bern und Biel","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way68997096","NMS Bern - Schulanlage Aarhof","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
"http://linkedgeodata.org/triplify/way40548956","GIBB Campus IE","http://linkedgeodata.org/triplify/node3309380161","La tienda de Juan"
