"school","schoolLabel","coffeeShop","coffeeShopLabel"
"http://linkedgeodata.org/triplify/way84315834","École suédoise de Paris","http://linkedgeodata.org/triplify/node1983648217","Nespresso"
"http://linkedgeodata.org/triplify/way91693861","Washington State Patrol Academy","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way84320128","Collège André Malraux","http://linkedgeodata.org/triplify/node1983648217","Nespresso"
"http://linkedgeodata.org/triplify/way245090288","Cité Scolaire Sud","http://linkedgeodata.org/triplify/node1983648217","Nespresso"
"http://linkedgeodata.org/triplify/node2158750510","Seattle Central School of Opticianry","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way25103544","Pacific Lutheran University","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/node2131716908","ALPS Language School","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way338051887","Hamlin Robinson School","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/node2158667215","Harvard Avenue School","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way337673343","Seattle Academy of Arts and Sciences","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way105764425","The Overlake School","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/way295930178","The Northwest School","http://linkedgeodata.org/triplify/node2158761299","Gnocci Bar"
"http://linkedgeodata.org/triplify/node1691381312","Instituto San Ramón nonato","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node2376736148","Colegio Nº 18 Doctor Alberto Larroque","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node3466274164","Colegio Hércules","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/way143173584","Hogar Escuela Evita","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node331525623","Ejército de los Andes","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node912612705","Escuela Primaria Común Nº 23 República de Portugal","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node2376738067","Esc. Primaria Común Nº 11 República del Perú","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node2018927758","N° 12","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/way281234151","Escuela Agrotécnica Salesiana Don Bosco","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node3466302685","Escuela de Jornada Completa Nº 15 D.E. 18 ""Manuel Peña""","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/node2376730027","Esc. Clelia Amelia C. Sessa","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/way310279913","Colegio Espiritu Santo","http://linkedgeodata.org/triplify/node2377322142","Sei-tu"
"http://linkedgeodata.org/triplify/way53126286","Celtis-Gymnasium","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way52026608","Schiller-Volksschule","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way121255939","Hans-Weinberger-Akademie","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way127453653","Schule für Kranke","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way121255936","Carl-Sonnenschein-Schule","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way222961504","Friedrich-Rückert-Grundschule","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way53033833","Frieden-Volksschule Schweinfurt","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way52026609","Julius-Kardinal-Döpfner-Schule","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way53126297","Celtis-Gymnasium","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/node485772780","Musikschule Schweinfurt","http://linkedgeodata.org/triplify/node2638106118","Die kleine Kaffeerösterei"
"http://linkedgeodata.org/triplify/way271139149","Montessori Basisschool Het Zeggelt","http://linkedgeodata.org/triplify/node2775254585","Het Gouden Randje"
"http://linkedgeodata.org/triplify/way310208841","Saxion","http://linkedgeodata.org/triplify/node2775254585","Het Gouden Randje"
"http://linkedgeodata.org/triplify/node30238784","Al Ummah","http://linkedgeodata.org/triplify/node2775254585","Het Gouden Randje"
"http://linkedgeodata.org/triplify/way368518853","Prinseschool","http://linkedgeodata.org/triplify/node2775254585","Het Gouden Randje"
"http://linkedgeodata.org/triplify/way272582972","ROC van Twente","http://linkedgeodata.org/triplify/node2775254585","Het Gouden Randje"
"http://linkedgeodata.org/triplify/way112572749","Albert-Schweitzer-Realschule","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/way256923489","Container Lindenbrunnenpavillon Grundschule Innenstadt","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/way168062848","Uhland-Gymnasium","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/way136783930","Hauptschule Innenstadt","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/way259763010","Melanchthonschule","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/way136783867","Grundschule Innenstadt","http://linkedgeodata.org/triplify/node2962466534","Katesch"
"http://linkedgeodata.org/triplify/node617151249","Hauptschule Althengstett","http://linkedgeodata.org/triplify/node3061308789","Nagel's Backhaus"
"http://linkedgeodata.org/triplify/node617150396","Realschule Althengstett","http://linkedgeodata.org/triplify/node3061308789","Nagel's Backhaus"
"http://linkedgeodata.org/triplify/way80562741","Grundschule Althengstett","http://linkedgeodata.org/triplify/node3061308789","Nagel's Backhaus"
"http://linkedgeodata.org/triplify/way18617791","Ravensbergschule","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/way18617579","Goethe-Schule","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/way18617526","Ricarda-Huch-Schule","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/way25695550","Gutenbergschule","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/node3789652723","K-System","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/node3789652722","DEKRA Akademie","http://linkedgeodata.org/triplify/node3101761166","Loppokaffeeexpress"
"http://linkedgeodata.org/triplify/way121807470","Στρατιωτική Σχολή Ευελπίδων","http://linkedgeodata.org/triplify/node3262308185","Σταθμός 14"
"http://linkedgeodata.org/triplify/node3488259528","XPRESS","http://linkedgeodata.org/triplify/node3429123504","DoppiaB"
"http://linkedgeodata.org/triplify/way248275958","Scuola Primaria ""Albert Sabin""","http://linkedgeodata.org/triplify/node3429123504","DoppiaB"
"http://linkedgeodata.org/triplify/node1462114321","Ausbildungszentrum","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node1428953231","Montessori-Schule im Heiligenkreuzerhof","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node1501815140","Urania Volkshochschule","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node348071884","EWI Institut","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node1462114326","Meridian Sprachenzentrum","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node392877291","Volksschule Reisnerstraße","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way141393757","BRG3 Radetzkystraße","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node330374228","Kolonitzschule","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way182989077","Schule des Schulvereins Komensky","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way208752394","Vienna International School","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node471046388","GRG1 Stubenbastei","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way141210679","BG und BRG Wien 3 Kundmanngasse","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/node76653086","Museum des Blindenwesens","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way159046829","Sportmittelschule Wien 2","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way167851722","BORG 3 Landstraße","http://linkedgeodata.org/triplify/node344923915","Eduscho / Tchibo"
"http://linkedgeodata.org/triplify/way119004358","Emerson School","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/way89061937","Basilica School","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/way234101719","Chaska High School","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/way122609101","City of Lakes Waldorf School","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/way265952020","Stillwater Area High School","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/way158313656","Anoka Senior High","http://linkedgeodata.org/triplify/node3452611420","Muffin Top Cafe"
"http://linkedgeodata.org/triplify/node3505205993","E.L.T. The English Language Trainers","http://linkedgeodata.org/triplify/node3453451878","Nähcafe Halle"
"http://linkedgeodata.org/triplify/way41854553","Albrecht-Dürer-Schule","http://linkedgeodata.org/triplify/node3453451878","Nähcafe Halle"
"http://linkedgeodata.org/triplify/way159078957","Christlichen Akademie für Gesundheits- und Pflegeberufe","http://linkedgeodata.org/triplify/node3453451878","Nähcafe Halle"
"http://linkedgeodata.org/triplify/way53264239","Sekundarschule Johann Christian Reil","http://linkedgeodata.org/triplify/node3453451878","Nähcafe Halle"
"http://linkedgeodata.org/triplify/node1581032951","Städtische Katholische Offene Ganztagsgrundschule Rather Kreuzweg","http://linkedgeodata.org/triplify/node3554653768","Eiscafe Adria"
"http://linkedgeodata.org/triplify/node1573001198","Städtische Grundschule am Rather Kreuzweg","http://linkedgeodata.org/triplify/node3554653768","Eiscafe Adria"
"http://linkedgeodata.org/triplify/way143742660","Friedrich-Rückert-Gymnasium","http://linkedgeodata.org/triplify/node3554653768","Eiscafe Adria"
"http://linkedgeodata.org/triplify/way143742685","Weiterbildungskolleg der Stadt Düsseldorf - Abendgymnasium -","http://linkedgeodata.org/triplify/node3554653768","Eiscafe Adria"
"http://linkedgeodata.org/triplify/way147366913","Janusz-Korczak-Schule","http://linkedgeodata.org/triplify/node3554653768","Eiscafe Adria"
"http://linkedgeodata.org/triplify/node3106218030","Escuela N°40 “Emilio Francou”","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/way302163754","Normal Superior ""Dr. Luis César Ingold""","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/way305924124","Bernardo Monteagudo N°20","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/node3118836952","Manuel Belgrano N° 84","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/way305924125","Escuela de enseñanza especial Centenario de la ciudad N°29","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/way308994479","José M Estrada 111 - Hermanas del niño Jesús","http://linkedgeodata.org/triplify/node3188877157","La Terminal"
"http://linkedgeodata.org/triplify/way244455471","Collège Gaétan Denain","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way310244351","École maternelle Jeanne d'Arc","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node2519964945","École maternelle Saint-Lazare","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way249399922","École élémentaire Hersan","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node2630570823","Lycée professionnel privé Sévigné","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way244707835","École primaire privée Sainte-Marie","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way257353921","Collège Ferdinand Bac","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node3162485630","Collège privé Sévigné","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node2630570822","Lycée général et technologique privé Sevigné","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way222982663","Collège Jacques Monod","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way257348390","École élémentaire Pierre Sauvage","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node2519964946","École élémentaire Saint-Lazare","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way220152319","École primaire Suzanne Lacore","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way243810764","École primaire de La Prairie","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node2630570828","École primaire privée Sévigne","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/way245090288","Cité Scolaire Sud","http://linkedgeodata.org/triplify/node3190162670","Chez Sam"
"http://linkedgeodata.org/triplify/node620673507","International House-Freiburg","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way24740342","Rotteck-Gymnasium","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way94353732","Loretto-Grundschule","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way99877156","Montessori-Grundschule","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way32940292","Gertrud-Luckner-Gewerbeschule, Außenstelle; Staatl. Akademie der bild. Künste","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way24740971","Montessori-Zentrum Angell","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way24739882","Waldorfschule Freiburg-Wiehre","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way123343979","Kolping Kolleg","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way123343981","Sankt-Ursula-Schulen","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way161885078","Walter-Eucken-Gymnasium und Kaufmännische Schulen I","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way166132480","Turnseeschule","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way123343981","Sankt-Ursula-Schulen","http://linkedgeodata.org/triplify/node3196685690","Elephant Beans"
"http://linkedgeodata.org/triplify/way27259238","PAREF Southridge Private School For Boys","http://linkedgeodata.org/triplify/node3212112088","Maggie's"
"http://linkedgeodata.org/triplify/way294263892","Tempelherren-Grundschule","http://linkedgeodata.org/triplify/node3225776361","Blue Eis-Café"
"http://linkedgeodata.org/triplify/way122385904","Luise-Henriette-Schule","http://linkedgeodata.org/triplify/node3225776361","Blue Eis-Café"
"http://linkedgeodata.org/triplify/way213765926","Luise-Henriette-Schule","http://linkedgeodata.org/triplify/node3225776361","Blue Eis-Café"
"http://linkedgeodata.org/triplify/way27351507","Internationale Schule Braunschweig - Wolfsburg","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way34063360","Freie Schule","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way273429780","DRK-Altenpflegeschule Braunschweig","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way45097952","Grundschule Heinrichstraße","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way38549121","Oskar Kämmer Schule","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way27330018","BBS V","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way303901602","Hans-Georg-Karg-Schule","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way27351507","International School Braunschweig - Wolfsburg","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way32232394","Christophorusschule","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way27351507","Internationale Schule Braunschweig - Wolfsburg","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/node252384736","IGS Franzsches Feld","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/node2784736906","Technikerschule","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way110704562","Dr. Wilhelm-Meyer Gymnasium","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/way111554201","Grundschule Comeniusstraße","http://linkedgeodata.org/triplify/node3366640692","Kaffee-Fabrik"
"http://linkedgeodata.org/triplify/node2677243829","École primaire privée Jeanne d'Arc","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/way199979286","École primaire Champ Seigneur","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/node2677243735","Collège privé Jeanne d'Arc","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/way204783250","Lycée polyvalent du Sacré-Cœur","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/node2677243731","Collège René Cassin","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/way204783249","Lycée général et technologique privé Jeanne d'Arc","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/way215753676","École maternelle du Pré des Crèches","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/node2677243763","École élémentaire privée Hélène Lubienska","http://linkedgeodata.org/triplify/node3371654880","Café des Artistes de la Colombière"
"http://linkedgeodata.org/triplify/way162138712","Schulzentrum Spittal an der Drau","http://linkedgeodata.org/triplify/node3378430812","Tchibo / Eduscho"
"http://linkedgeodata.org/triplify/way253101697","Volksschule 1 Spittal/Drau","http://linkedgeodata.org/triplify/node3378430812","Tchibo / Eduscho"
"http://linkedgeodata.org/triplify/way230342397","Leipzig International School","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/way97075708","Erich-Zeigner-Schule","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/way41760087","Nachbarschaftsschule Haus I","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/way23454783","Helmholtzschule","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/way41760021","Nachbarschaftsschule Haus II","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/way96950589","Karl-Heine-Schule","http://linkedgeodata.org/triplify/node3398842092","brühbar"
"http://linkedgeodata.org/triplify/node357794548","Beveridge Magnet Middle School","http://linkedgeodata.org/triplify/node3413242611","Crane Coffee"
"http://linkedgeodata.org/triplify/node357794687","Saint Robert Bellarmine Elementary School","http://linkedgeodata.org/triplify/node3413242611","Crane Coffee"
"http://linkedgeodata.org/triplify/node357767294","School Number 60","http://linkedgeodata.org/triplify/node3413242611","Crane Coffee"
"http://linkedgeodata.org/triplify/node357794685","Crestridge Magnet Center","http://linkedgeodata.org/triplify/node3413242611","Crane Coffee"
"http://linkedgeodata.org/triplify/way283122789","Florida Day School","http://linkedgeodata.org/triplify/node3509121493","Veikko"
"http://linkedgeodata.org/triplify/way281234151","Escuela Agrotécnica Salesiana Don Bosco","http://linkedgeodata.org/triplify/node3509121493","Veikko"
"http://linkedgeodata.org/triplify/way143173584","Hogar Escuela Evita","http://linkedgeodata.org/triplify/node3509121493","Veikko"
"http://linkedgeodata.org/triplify/way114447996","Hauptschule Kinzerplatz","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way152160438","BRG Wien 21","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/node3771171388","Volksschule II","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way159160969","College Rudolf-Schön-Weg","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way185339614","Vienna Business School Floridsdorf","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/node622583697","Henry-Dunant-Volksschule","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way152142046","BAKIP 21","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/node735611668","Volksschule I","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way152253573","VS Mengergasse","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/way185339610","AHS Franklinstraße 26","http://linkedgeodata.org/triplify/node353071638","Eduscho"
"http://linkedgeodata.org/triplify/node2707067276","IPEM 165 Presbitero Jose Bonoris","http://linkedgeodata.org/triplify/node3542102901","Catalina"
"http://linkedgeodata.org/triplify/node2707067276","IPEM 165 Presbitero Jose Bonoris","http://linkedgeodata.org/triplify/node3542102908","Il Castello"
"http://linkedgeodata.org/triplify/node3634679193","Sylvan Learning","http://linkedgeodata.org/triplify/node3634686294","Sumas Mountain Coffee Company"
"http://linkedgeodata.org/triplify/node3351042222","Reading Town Learning Centre","http://linkedgeodata.org/triplify/node3634686294","Sumas Mountain Coffee Company"
"http://linkedgeodata.org/triplify/way294270278","Centennial Park Elementary School","http://linkedgeodata.org/triplify/node3634686294","Sumas Mountain Coffee Company"
"http://linkedgeodata.org/triplify/way294270278","École Centennial Park","http://linkedgeodata.org/triplify/node3634686294","Sumas Mountain Coffee Company"
"http://linkedgeodata.org/triplify/way274707715","John MacLure Community School","http://linkedgeodata.org/triplify/node3634686294","Sumas Mountain Coffee Company"
"http://linkedgeodata.org/triplify/way108601970","醒华小学","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way75616909","育英中学","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way292420422","圣婴小学","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way304614769","DPS International School","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way108601970","Xinghua Primary School","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way75616909","Yuying Secondary School","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/way292420422","Holy Innocents' Primary School","http://linkedgeodata.org/triplify/node411730266","Kopitiam"
"http://linkedgeodata.org/triplify/node888547815","Städtische Franz-Auweck-Abendschule","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/node843805336","Ausbildungszentrum","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way128918665","Eckert Schulen","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/node835205260","Stiftung Journalistenakademie Dr. Hooffacker GmbH & Co. KG","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way109791269","Schule an der Hirschbergstraße","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/node335564648","Grund- und Hauptschule an der Alfonsstraße","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way60084209","Rudolf-Diesel-Realschule","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way153292471","Berufsschule für Fertigungstechnik Deroystraße","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way174549751","Rupprecht Gymnasium","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way59063290","Rudolf-Diesel-Realschule","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way180186363","Grundschule an der Blutenburgstraße","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way9229747","Grund- und Hauptschule am Winthirplatz 6","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way174549761","Städtisches Adolf-Weber-Gymnasium","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/way257759631","Pflegeschule der Schwesternschaft vom BRK","http://linkedgeodata.org/triplify/node843797486","Kaffee, Espresso & Barista"
"http://linkedgeodata.org/triplify/node622700417","Scuola materna Fornaroli","http://linkedgeodata.org/triplify/node846384813","Torrefazione Costarica"
"http://linkedgeodata.org/triplify/way53583429","Scuola elementare statale Santa Caterina","http://linkedgeodata.org/triplify/node846384813","Torrefazione Costarica"
