"subject","label"
"http://linkedgeodata.org/triplify/node1804420337",""
"http://linkedgeodata.org/triplify/node1923281731",""
"http://linkedgeodata.org/triplify/node2178399723",""
"http://linkedgeodata.org/triplify/node2178399994",""
"http://linkedgeodata.org/triplify/node3054770433",""
"http://linkedgeodata.org/triplify/node2184904977",""
"http://linkedgeodata.org/triplify/node2268148597",""
"http://linkedgeodata.org/triplify/node2268149234",""
"http://linkedgeodata.org/triplify/node2268149538",""
"http://linkedgeodata.org/triplify/node2268150370",""
"http://linkedgeodata.org/triplify/node2411824307",""
"http://linkedgeodata.org/triplify/node3063508550",""
"http://linkedgeodata.org/triplify/node3063584033",""
"http://linkedgeodata.org/triplify/node3007033333",""
"http://linkedgeodata.org/triplify/node1783149552",""
"http://linkedgeodata.org/triplify/node2049782027",""
"http://linkedgeodata.org/triplify/node3664324625",""
"http://linkedgeodata.org/triplify/node2150966759",""
"http://linkedgeodata.org/triplify/node3241235871",""
"http://linkedgeodata.org/triplify/node3573053896",""
"http://linkedgeodata.org/triplify/node3661558627",""
"http://linkedgeodata.org/triplify/node3668820059",""
"http://linkedgeodata.org/triplify/node1758572109",""
"http://linkedgeodata.org/triplify/node1823300808",""
"http://linkedgeodata.org/triplify/node2675214082",""
"http://linkedgeodata.org/triplify/node2909093501",""
"http://linkedgeodata.org/triplify/node3417767293",""
"http://linkedgeodata.org/triplify/node2701292652",""
"http://linkedgeodata.org/triplify/node3060356933",""
"http://linkedgeodata.org/triplify/node3060358933",""
"http://linkedgeodata.org/triplify/node3423934593",""
"http://linkedgeodata.org/triplify/node3423938093",""
"http://linkedgeodata.org/triplify/node3439406093",""
"http://linkedgeodata.org/triplify/node3244108761",""
"http://linkedgeodata.org/triplify/node3670551526",""
"http://linkedgeodata.org/triplify/node3709089325",""
"http://linkedgeodata.org/triplify/way136020605",""
"http://linkedgeodata.org/triplify/way93751935",""
"http://linkedgeodata.org/triplify/node2487989840",""
"http://linkedgeodata.org/triplify/node3185002113",""
"http://linkedgeodata.org/triplify/node3665639736",""
"http://linkedgeodata.org/triplify/node3720228634",""
"http://linkedgeodata.org/triplify/node3057800650",""
"http://linkedgeodata.org/triplify/node3057823133",""
"http://linkedgeodata.org/triplify/node3254904861",""
"http://linkedgeodata.org/triplify/node1324524845","2"
"http://linkedgeodata.org/triplify/node1248178019","2"
"http://linkedgeodata.org/triplify/node1663196768","2"
"http://linkedgeodata.org/triplify/node1950244359","2"
"http://linkedgeodata.org/triplify/node2392062193","2"
"http://linkedgeodata.org/triplify/node902317613","2"
"http://linkedgeodata.org/triplify/node1445883060","2"
"http://linkedgeodata.org/triplify/node2018321727","2"
"http://linkedgeodata.org/triplify/node2292211220","2"
"http://linkedgeodata.org/triplify/node2412392279","2"
"http://linkedgeodata.org/triplify/node709068535","2"
"http://linkedgeodata.org/triplify/node843571578","2"
"http://linkedgeodata.org/triplify/node1779180956","2"
"http://linkedgeodata.org/triplify/node2610375789","2"
"http://linkedgeodata.org/triplify/node2885895116","2"
"http://linkedgeodata.org/triplify/node1068730188","2"
"http://linkedgeodata.org/triplify/node2684663699","2"
"http://linkedgeodata.org/triplify/node2756441820","2"
"http://linkedgeodata.org/triplify/node3353230825","2"
"http://linkedgeodata.org/triplify/node3488626169","2"
"http://linkedgeodata.org/triplify/node3488626170","2"
"http://linkedgeodata.org/triplify/node3700764728","2"
"http://linkedgeodata.org/triplify/node409111744","2"
"http://linkedgeodata.org/triplify/node1765211833","2"
"http://linkedgeodata.org/triplify/node1920488603","2"
"http://linkedgeodata.org/triplify/node1667113952","2"
"http://linkedgeodata.org/triplify/node2641150031","2"
"http://linkedgeodata.org/triplify/node3259271383","2"
"http://linkedgeodata.org/triplify/node3502218932","2"
"http://linkedgeodata.org/triplify/node3646172557","2"
"http://linkedgeodata.org/triplify/node3646174251","2"
"http://linkedgeodata.org/triplify/node2376710054","2"
"http://linkedgeodata.org/triplify/node3245130587","2"
"http://linkedgeodata.org/triplify/node390323340","2"
"http://linkedgeodata.org/triplify/node653932515","2"
"http://linkedgeodata.org/triplify/node873031239","2"
"http://linkedgeodata.org/triplify/way167570546","2"
"http://linkedgeodata.org/triplify/way174511013","2"
"http://linkedgeodata.org/triplify/way23055175","2"
"http://linkedgeodata.org/triplify/way371488061","2"
"http://linkedgeodata.org/triplify/way371566392","2"
"http://linkedgeodata.org/triplify/way50300147","2"
"http://linkedgeodata.org/triplify/way48011180","2"
"http://linkedgeodata.org/triplify/way93184764","2"
"http://linkedgeodata.org/triplify/node1969931516","2"
"http://linkedgeodata.org/triplify/node1970006597","2"
"http://linkedgeodata.org/triplify/way116056191","2"
"http://linkedgeodata.org/triplify/way148504209","2"
"http://linkedgeodata.org/triplify/way263153805","2"
"http://linkedgeodata.org/triplify/way263153919","2"
"http://linkedgeodata.org/triplify/way305039594","2"
"http://linkedgeodata.org/triplify/way127212170","2"
"http://linkedgeodata.org/triplify/way195059162","2"
"http://linkedgeodata.org/triplify/way195109827","2"
"http://linkedgeodata.org/triplify/way236009455","2"
