"country","name"
"https://sws.geonames.org/146669/","Cyprus"
"https://sws.geonames.org/2635167/","United Kingdom"
"https://sws.geonames.org/2661886/","Sweden"
"https://sws.geonames.org/453733/","Estonia"
"https://sws.geonames.org/458258/","Latvia"
"https://sws.geonames.org/732800/","Bulgaria"
"https://sws.geonames.org/3175395/","Italy"
"https://sws.geonames.org/2510769/","Spain"
"https://sws.geonames.org/2562770/","Malta"
"https://sws.geonames.org/2623032/","Denmark"
"https://sws.geonames.org/660013/","Finland"
"https://sws.geonames.org/798544/","Poland"
"https://sws.geonames.org/2750405/","Netherlands"
"https://sws.geonames.org/2802361/","Belgium"
"https://sws.geonames.org/390903/","Greece"
"https://sws.geonames.org/2264397/","Portugal"
"https://sws.geonames.org/798549/","Romania"
"https://sws.geonames.org/719819/","Hungary"
"https://sws.geonames.org/3057568/","Slovakia"
"https://sws.geonames.org/3077311/","Czechia"
"https://sws.geonames.org/597427/","Lithuania"
"https://sws.geonames.org/2921044/","Germany"
"https://sws.geonames.org/2782113/","Austria"
"https://sws.geonames.org/3017382/","France"
"https://sws.geonames.org/2963597/","Ireland"
"https://sws.geonames.org/2960313/","Luxembourg"
"https://sws.geonames.org/3190538/","Slovenia"
"https://sws.geonames.org/3202326/","Croatia"
