"capital","countryName","capitalName"
"https://sws.geonames.org/3168070/","San Marino","City of San Marino"
"https://sws.geonames.org/108410/","Saudi Arabia","Riyadh"
"https://sws.geonames.org/2253354/","Senegal","Dakar"
"https://sws.geonames.org/792680/","Serbia","Belgrade"
"https://sws.geonames.org/241131/","Seychelles","Victoria"
"https://sws.geonames.org/2409306/","Sierra Leone","Freetown"
"https://sws.geonames.org/1880252/","Singapore","Singapore"
"https://sws.geonames.org/3513392/","Sint Maarten","Philipsburg"
"https://sws.geonames.org/3060972/","Slovakia","Bratislava"
"https://sws.geonames.org/3196359/","Slovenia","Ljubljana"
"https://sws.geonames.org/2108502/","Solomon Islands","Honiara"
"https://sws.geonames.org/53654/","Somalia","Mogadishu"
"https://sws.geonames.org/964137/","South Africa","Pretoria"
"https://sws.geonames.org/3426466/","South Georgia and South Sandwich Islands","Grytviken"
"https://sws.geonames.org/1835848/","South Korea","Seoul"
"https://sws.geonames.org/373303/","South Sudan","Juba"
"https://sws.geonames.org/3117735/","Spain","Madrid"
"https://sws.geonames.org/1248991/","Sri Lanka","Colombo"
"https://sws.geonames.org/3575551/","St Kitts and Nevis","Basseterre"
"https://sws.geonames.org/3577887/","St Vincent and Grenadines","Kingstown"
"https://sws.geonames.org/379252/","Sudan","Khartoum"
"https://sws.geonames.org/3383330/","Suriname","Paramaribo"
"https://sws.geonames.org/2729907/","Svalbard and Jan Mayen","Longyearbyen"
"https://sws.geonames.org/2673730/","Sweden","Stockholm"
"https://sws.geonames.org/2661552/","Switzerland","Bern"
"https://sws.geonames.org/170654/","Syria","Damascus"
"https://sws.geonames.org/2410763/","São Tomé and Príncipe","São Tomé"
"https://sws.geonames.org/1668341/","Taiwan","Taipei"
"https://sws.geonames.org/1221874/","Tajikistan","Dushanbe"
"https://sws.geonames.org/160196/","Tanzania","Dodoma"
"https://sws.geonames.org/1609350/","Thailand","Bangkok"
"https://sws.geonames.org/1645457/","Timor-Leste","Dili"
"https://sws.geonames.org/2365267/","Togo","Lomé"
"https://sws.geonames.org/4032402/","Tonga","Nuku'alofa"
"https://sws.geonames.org/3573890/","Trinidad and Tobago","Port of Spain"
"https://sws.geonames.org/2464470/","Tunisia","Tunis"
"https://sws.geonames.org/323786/","Turkey","Ankara"
"https://sws.geonames.org/162183/","Turkmenistan","Ashgabat"
"https://sws.geonames.org/3576994/","Turks and Caicos Islands","Cockburn Town"
"https://sws.geonames.org/2110394/","Tuvalu","Funafuti"
"https://sws.geonames.org/4795467/","U.S. Virgin Islands","Charlotte Amalie"
"https://sws.geonames.org/232422/","Uganda","Kampala"
"https://sws.geonames.org/703448/","Ukraine","Kyiv"
"https://sws.geonames.org/292968/","United Arab Emirates","Abu Dhabi"
"https://sws.geonames.org/2643743/","United Kingdom","London"
"https://sws.geonames.org/4140963/","United States","Washington"
"https://sws.geonames.org/3441575/","Uruguay","Montevideo"
"https://sws.geonames.org/1512569/","Uzbekistan","Tashkent"
"https://sws.geonames.org/2135171/","Vanuatu","Port Vila"
"https://sws.geonames.org/6691831/","Vatican City","Vatican City"
"https://sws.geonames.org/3646738/","Venezuela","Caracas"
"https://sws.geonames.org/1581130/","Vietnam","Hanoi"
"https://sws.geonames.org/4034821/","Wallis and Futuna","Mata-Utu"
"https://sws.geonames.org/71137/","Yemen","Sanaa"
"https://sws.geonames.org/909137/","Zambia","Lusaka"
"https://sws.geonames.org/890299/","Zimbabwe","Harare"
"https://sws.geonames.org/3041732/","Åland","Mariehamn"
